assetId	family	formatLabel	title	sourcePath	sourceLocator	declaredId	stableIdStatus	routePaths	runtimeExposure	module	inferredModule	moduleStatus	moduleInferenceBasis	contentForm	passageWordCount	questionGroupCount	decisionCount	rightsBasisPresent	authorPresent	reviewerPresent	factualSourcesPresent	surfaceClaim	provisionalRightsBasis	rightsAssessmentStatus	recommendedDisposition	runtimeQuarantineContradiction	quarantineReasonCodes	sourceFileSha256	sourceObjectSha256	passageSha256
mock:set-4:reading-part-7	legacy-mock-section	mixed-full-passage	Reading Passage 3: The Future of Electric Vehicles	src/data/mocks/ielts-set-4.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-4	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	605	10	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	91a2a3823bafb982a943011926cccf41d2571b93d3253aaa78003c00e410c257	3a0edb2ce177ce8f05918b53f477b6336920c85c3e16594b841860a71f9cd0ab	dd9c62294447c005e928906adca8c43a1e2a5ec8fddc07541971f5a4ced737eb
mock:set-5:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The Origins of Coffee	src/data/mocks/ielts-set-5.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-5	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	604	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	1f3c3df817e1d95057e05b6905275f847aef247a66198eea9f1adbc7cd63d9ae	6017d330da651575ad20301b05f56abb94945dfab876558add06d1940ba86537	5ea663adf202eba36fc8860576760a9ac0ad2a81d0617b49cf13d51df248ed4a
mock:set-5:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: Light Pollution and Wildlife	src/data/mocks/ielts-set-5.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-5	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	691	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	1f3c3df817e1d95057e05b6905275f847aef247a66198eea9f1adbc7cd63d9ae	dc4df35976b8c27aaf818d3ddf30378a786825e974d98fd0608b7b9ff454b069	7c352fabe760d1d8e0960b8f7c839c04da606972a6faf4ece62194d5b7a60430
mock:set-5:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: The Paradox of Choice	src/data/mocks/ielts-set-5.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-5	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	638	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	1f3c3df817e1d95057e05b6905275f847aef247a66198eea9f1adbc7cd63d9ae	92e5dcba9e7538b8dbb651f45ab98528820d4b4c9ecf3f85852cb74513a0306a	df38a70e7fcf9b8e451630feb07f6e915c0702d7bcd23501eb52d35821a4004f
mock:set-6:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The History of Paper	src/data/mocks/ielts-set-6.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-6	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	546	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	f17be9eabc796fb8aa7ac90e353d7fccf94ebfd07414f6bf5434d52055d75f5b	6c4456136f616b8ddd73b9b4e279a5f25ab3309b9e062a8c2276e5159ad100a5	65e13ba5f4fa04b44aa73fedb870a726708ccb75c9fa32d3bc76f1953e88b427
mock:set-6:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: Rewilding Europe	src/data/mocks/ielts-set-6.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-6	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	663	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	f17be9eabc796fb8aa7ac90e353d7fccf94ebfd07414f6bf5434d52055d75f5b	ef1a2e9b68d2169429c83b42c90710e3dfe2b86db70b8fa109b302aac1a98f71	92148fe8085da8944907582c3238ceb53a2a8eb8ce9c1eb2416c0bf17662e0b6
mock:set-6:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: The Gig Economy	src/data/mocks/ielts-set-6.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-6	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	633	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	f17be9eabc796fb8aa7ac90e353d7fccf94ebfd07414f6bf5434d52055d75f5b	2cef6c4b27a1c62ba15fbf181aa3851997b78a1f1c773175c0e463adc55ff938	0edb6b8906eb46bb1f604257b6f0ce83648af0500c660b72972707b0f3c098cd
mock:set-7:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: Biomimicry in Design	src/data/mocks/ielts-set-7.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-7	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	566	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	ab201f7958427c4235c1fa40fd7010f9cd293eaed44cb23561d00f6e5e9a83f5	be1a7ec278b440cb0783eb50e98d268ce5c7ff3fafcf765ae9ddd67bab4768f3	220ef0da3fed1c816770fc57ed3b9d7fa024592f234689c68f27fd28e32cd6dd
mock:set-7:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: Blue Zones — The Science of Longevity	src/data/mocks/ielts-set-7.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-7	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	574	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	ab201f7958427c4235c1fa40fd7010f9cd293eaed44cb23561d00f6e5e9a83f5	e1387785cf8942b35ebc54415c9a9f85bad106dcb511f8fb68b7815937e5461b	f90f815d4753665f2a45b63f6510e7d3ee1365ae96185fda61328eeaffeb52b2
mock:set-7:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: Linguistic Relativity	src/data/mocks/ielts-set-7.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-7	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	584	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	ab201f7958427c4235c1fa40fd7010f9cd293eaed44cb23561d00f6e5e9a83f5	f9d476e828de4e9fed0a5f349a7d40fd8b84bb45f801ebf94ba6efb86bc8eb4a	1135601372b942cbcf92b985c6e6114f37f986ac1b2874d88f720a0e7dccbf66
mock:set-8:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The Domestication of Dogs	src/data/mocks/ielts-set-8.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-8	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	492	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	d03f75e9e597866f58473bbb8da16d3919ad2aabd3e9c305392a2cd00b1016f9	0a3e1a36fa484d35e87155993821ca3dde9448f5a8b2b7f9794d96536b18baa1	68c70c116997231a184db9f9b8ce4068a901c44322540eb156be2f8056597adf
mock:set-8:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: Vertical Farming	src/data/mocks/ielts-set-8.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-8	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	583	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	d03f75e9e597866f58473bbb8da16d3919ad2aabd3e9c305392a2cd00b1016f9	4e82361baa52d59c1ea860d1b4b014f9529d1824a49bb92e47269b85c9aa75aa	3eff10a11be4eb623bcf423dc9725cc19c0728ff8fcd9f63c1988cc4a73e11da
mock:set-8:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: The Psychology of Money	src/data/mocks/ielts-set-8.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-8	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	592	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	d03f75e9e597866f58473bbb8da16d3919ad2aabd3e9c305392a2cd00b1016f9	3a834541f5c13d66188670ab3af334b397f2af956c6f86ed925516726b49230e	bcd154cd9d07736b9f94796946b8e7bab72a193af488ef64d7fa325362a80f16
mock:set-9:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: The History of Vaccination	src/data/mocks/ielts-set-9.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-9	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	532	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	b6c8ff48c70cf4a4393a5128fc4566ee854c62465259b3ca2df434d85e481504	fc1edfb4adc2a8930b902732acf2dc4f81dbefab7ca2bc7c370a9199517afebd	baf32b6802b047fbc82d1eaddbac580795909b58baa4591eb800d5fa1ddd5395
mock:set-9:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: Deep-Sea Exploration	src/data/mocks/ielts-set-9.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-9	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	586	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	b6c8ff48c70cf4a4393a5128fc4566ee854c62465259b3ca2df434d85e481504	731dc335c93e1f37e1927cacc80b7320405e9c5fefebe520f12cd3e468480fbe	0b29a6fbf6a8db0cecc19ab7d6a51fa8aada85e477e3ade994f1de0785823416
mock:set-9:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: The Future of Work	src/data/mocks/ielts-set-9.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-9	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	570	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	b6c8ff48c70cf4a4393a5128fc4566ee854c62465259b3ca2df434d85e481504	7402b0ea8acd2378a3f9927941ae589af79066a27fd66e98ecb91979199cbdc1	1e27abbde2564e0bb07ed84f02402c303d84a1cd585822c4dbbeb38554dfd39b
